"agency","x_employees","x_female","x_male","x_white","x_black","x_hispanic","x_asian","x_sor","check_gender","check_eth_race","d1","d2","d4","d3","d5","d3_norm","d4_norm","d3_gender","d3_race","d4_gender","d4_race","d3_gender_norm","d3_race_norm","d3_norm_high","d3_gender_norm_high","d3_race_norm_high","d3_gender_race_norm_high"
"DCAS",2386,38,62,29,35,24,10,3,100,101,49.263390733408,1.79159465972182,-0.5,22.2197493568682,0.426343088565458,21.4525872575118,33.3333333333333,15.4539491688457,15.9653598947465,0.111175781497808,0.31516730706765,27.236568193411,18.2044531711841,FALSE,FALSE,FALSE,FALSE
"DOITT",1528,39,61,37,27,14,19,4,100,101,47.1011736641441,2.03571841908037,1.5,20.8023694997476,0.504843770539032,18.8049553342249,100,14.0397356064726,15.3500619185844,0.100744199003714,0.404099571535318,24.7274843380113,16.7917591817005,FALSE,FALSE,FALSE,FALSE
"MAYORALTY",1230,58,42,44,20,16,16,5,100,101,43.5914651382451,2.06320780287939,0.5,19.5722704577453,0.46957248730765,16.5071595273717,66.6666666666667,12.8303220786162,14.7802776100486,0.0911615758566063,0.378410911451043,22.5817546985966,15.4835623418681,FALSE,FALSE,FALSE,FALSE
"BOE",765,48,52,31,30,15,4,20,100,100,54.263390733408,8.15430836256397,-0.5,25.4561200225588,0.931761491465239,27.4980508268041,33.3333333333333,1.31181354511472,25.4222971390426,0.00928468699013026,0.922476804475109,2.14572963941475,39.9171174761614,FALSE,FALSE,FALSE,FALSE
"NYCERS",453,61,39,31,36,9,22,2,100,100,69.2995337057865,2.75967665629587,-0.5,30.2570394650822,0.711581015754456,36.4660543674894,33.3333333333333,17.0729627657355,24.9800396234944,0.121925742074468,0.589655273679988,30.1090062647955,38.9017159012761,FALSE,FALSE,FALSE,FALSE
"TRS",355,58,42,38,29,11,19,2,100,99,50.7819379362172,2.0097804150745,0.5,22.8000632201709,0.547988783524278,22.536599777012,66.6666666666667,12.8303220786162,18.847432668742,0.0911615758566063,0.456827207667672,22.5817546985966,24.8215509722743,FALSE,FALSE,FALSE,FALSE
"OPA",158,58,42,27,34,18,20,1,100,100,55.2995337057865,2.55943043351138,-0.5,22.5733852524408,0.684240251333877,22.1131707148217,33.3333333333333,12.8303220786162,18.572575403376,0.0911615758566063,0.59307867547727,22.5817546985966,24.1904921653358,FALSE,FALSE,FALSE,FALSE
"NYCPPF",147,51,49,41,24,16,18,1,100,100,29.7819379362172,1.69581046767953,0.5,14.0025636891114,0.509326872027718,6.10307951318312,66.6666666666667,2.93082714200456,13.6924081932767,0.0207240883313646,0.488602783696354,5.01816771079924,12.9858674916388,FALSE,FALSE,FALSE,FALSE
"DORIS",73,55,45,38,23,19,15,4,100,99,27.3908046505321,1.25700929864355,1.5,12.490246521971,0.3016536137274,3.27810694867251,100,8.58768139149694,9.06961887279422,0.0608178950347432,0.240835718692657,15.0545031323977,2.37216983505238,FALSE,FALSE,FALSE,FALSE
"CLERK",67,69,31,22,16,45,15,1,100,99,78.2542050361614,2.74749694363868,-0.5,36.297726230198,0.75341695897954,47.7499138336367,33.3333333333333,28.3866712647203,22.6212692833782,0.207389547749592,0.546027411229948,50.1816771079924,33.4860948344903,FALSE,FALSE,FALSE,FALSE
"FDNYPF",32,72,28,38,25,6,31,0,100,100,93.7819379362172,4.14462573832829,0.5,42.6846238751825,1.30870766388507,59.6804870040354,66.6666666666667,32.6293119518396,27.519177257239,0.241291792147347,1.06741587173772,57.7089286741913,44.7314514320774,FALSE,FALSE,FALSE,FALSE
"OCB",17,71,29,65,12,18,0,6,100,101,110.23608643794,4.74685486316786,-0.5,47.6550687296711,1.30998624280989,68.9651599895927,33.3333333333333,31.2150983894665,36.0086546286529,0.229851693543512,1.08013454926637,55.1998448187917,64.2228752967529,FALSE,FALSE,FALSE,FALSE
"DOF",2026,53,47,30,38,13,17,2,100,100,47.2995337057865,2.06650230082478,-0.5,23.4206493070474,0.513262812248333,23.6958398540509,33.3333333333333,5.75925426675075,22.7014934366578,0.0407392145769992,0.472523597671333,10.0363354215985,33.6702855575873,FALSE,FALSE,FALSE,FALSE
"COMPTROLLER",793,56,44,36,26,15,20,3,100,100,38.3908046505321,1.50726869669366,1.5,17.4608442710701,0.385016771268242,12.5630655377324,100,10.00189495387,14.3123436232613,0.0708962217547484,0.314120549513494,17.5635869877974,14.4092088477568,FALSE,FALSE,FALSE,FALSE
"TLC",605,43,57,24,33,25,16,2,100,100,39.0099027193984,1.56414872641659,-0.5,18.314806375374,0.383288868515397,14.1582464747788,33.3333333333333,8.3828813569802,16.2837167969181,0.0596647203263462,0.323624148189051,14.6911489164129,18.9353850117431,FALSE,FALSE,FALSE,FALSE
"FISA",439,34,66,39,13,7,40,1,100,100,89.6929674375421,4.26707481763468,-0.5,39.9552594013074,1.06189089382226,54.5820989642922,33.3333333333333,21.110803418338,33.922805498043,0.153757446328863,0.908133447493392,37.2729036150095,59.4338679475629,FALSE,FALSE,FALSE,FALSE
"DCA",403,59,41,29,25,25,18,4,100,101,36.9084004201014,1.57254754044111,0.5,16.4624428391641,0.363483720952627,10.6980753658391,66.6666666666667,14.2445356409893,8.25258920614195,0.101361098714166,0.262122622238462,25.0908385539962,0.496309773706614,FALSE,FALSE,FALSE,FALSE
"SBS",318,59,41,32,31,16,18,3,100,100,47.9084004201014,1.73143645026154,0.5,21.115404559219,0.429613953130822,19.3896973935965,66.6666666666667,14.2445356409893,15.5869661599707,0.101361098714166,0.328252854416656,25.0908385539962,17.3356797061546,FALSE,FALSE,FALSE,FALSE
"BIC",84,55,45,44,18,19,15,4,100,100,34.5914651382451,1.48652991632536,0.5,15.3916856127182,0.356155536362972,8.69792628753383,66.6666666666667,8.58768139149694,12.7732421224564,0.0608178950347432,0.295337641328229,15.0545031323977,10.8755072533615,FALSE,FALSE,FALSE,FALSE
"NYCTAX",48,52,48,50,15,10,23,2,100,100,53.9825984239301,2.34578450381694,-0.5,25.6392413787376,0.626072192971882,27.840117172688,33.3333333333333,4.34504070437766,25.268385776588,0.030726721277225,0.595345471694657,7.52725156619887,39.5637445331704,FALSE,FALSE,FALSE,FALSE
"ACTUARY",47,45,55,53,9,4,32,2,100,100,79.6929674375421,3.60027718617909,-0.5,36.8465575113443,0.980705101575223,48.7751176370923,33.3333333333333,5.55445423223401,36.4254970950133,0.03942128511627,0.941283816458953,9.67298120561361,65.1799251646265,FALSE,FALSE,FALSE,FALSE
"IBO",35,49,51,69,11,6,11,3,100,100,69.2360864379396,2.59037924643479,-0.5,41.614882035001,0.734235524521646,57.6822346431657,33.3333333333333,0.102400017258374,41.6147560490688,0.00072438858172916,0.733511135939917,0,77.0942093298264,FALSE,FALSE,TRUE,TRUE
"MWFA",13,62,38,31,0,23,31,15,100,100,84.1090609078144,7.51243538028684,-0.5,35.3223961973378,1.23367269714128,45.9280204874261,33.3333333333333,18.4871763281086,30.0981059958119,0.132303948986314,1.10136874815497,32.6180901201951,50.652545388883,FALSE,FALSE,FALSE,FALSE
"COUNCIL",786,50,50,43,21,22,10,3,100,99,20.2360864379397,0.888375136038768,-0.5,10.73534897837,0.232633846823432,0,33.3333333333333,1.51661357963147,10.6276808823688,0.0107253109393371,0.221908535884095,2.50908385539962,5.94940382808077,FALSE,FALSE,FALSE,FALSE
"BP-BK",126,64,36,31,42,15,1,10,100,99,87.553021719796,5.78874113755174,-0.5,35.8201816478994,1.21378487277614,46.8578718912211,33.3333333333333,21.3156034528548,28.7876790090683,0.153285830759621,1.06049904201652,37.6362578309943,47.64386926845,FALSE,FALSE,FALSE,FALSE
"CFB",116,49,51,45,17,10,22,6,100,100,42.5914651382451,2.88511052297351,0.5,22.0174601520562,0.645055416850251,21.0747158254423,66.6666666666667,0.102400017258374,22.0172220269463,0.00072438858172916,0.644331028268522,0,32.0992319459627,FALSE,FALSE,FALSE,FALSE
"BP-QNS",108,72,28,50,14,10,9,17,100,100,105.23608643794,8.00787970644397,-0.5,43.2841966265183,1.14021141119845,60.8004746691588,33.3333333333333,32.6293119518396,28.4402826841196,0.241291792147347,0.898919619051108,57.7089286741913,46.846264336796,FALSE,FALSE,FALSE,FALSE
"BP-MAN",96,57,43,31,29,26,7,6,100,99,39.553021719796,2.58410336502325,-0.5,16.5123440897382,0.560709323135366,10.7912897172129,33.3333333333333,11.4161085162431,11.9302126419973,0.0810087125129336,0.479700610622433,20.072670843197,8.93995289410554,FALSE,FALSE,FALSE,FALSE
"BP-BX",95,59,41,24,17,42,2,15,100,100,74.5076930501709,6.8804864745762,-0.5,29.3263524148525,1.07947210622094,34.7275530529697,33.3333333333333,14.2445356409893,25.6345109243908,0.101361098714166,0.978111007506775,25.0908385539962,40.4043499239535,FALSE,FALSE,FALSE,FALSE
"PA",59,59,41,14,29,20,5,32,100,100,94.553021719796,13.1595491097459,-0.5,41.1416043623602,1.1321904993301,56.7981631866909,33.3333333333333,14.2445356409893,38.5969534274605,0.101361098714166,1.03082940061594,25.0908385539962,70.1654824525086,FALSE,FALSE,TRUE,TRUE
"BP-SI",56,59,41,75,13,4,0,9,100,101,112.23608643794,6.13604400558439,-0.5,51.64710866985,1.5444496600378,76.422195823392,33.3333333333333,14.2445356409893,49.643902327757,0.101361098714166,1.44308856132363,25.0908385539962,95.5287355724388,TRUE,FALSE,TRUE,TRUE
"PUBADMIN",47,60,40,36,19,26,4,15,100,100,49.2360864379397,5.90516124331717,-0.5,22.5911197299797,0.786499384495392,22.1462982978325,33.3333333333333,15.6587492033624,16.2838037337863,0.11161365957783,0.674885724917562,27.5999224093958,18.9355846145306,FALSE,FALSE,FALSE,FALSE
"NYCHA",10937,39,61,18,49,25,5,3,100,100,76.263390733408,3.04377621017829,-0.5,36.7133261425174,0.746889491299883,48.5262446031507,33.3333333333333,14.0397356064726,33.9227672890523,0.100744199003714,0.64614529229617,24.7274843380113,59.4337802215935,FALSE,FALSE,FALSE,FALSE
"PARKS",7205,33,67,35,31,25,6,2,100,99,53.1369282495237,2.03089456339596,-0.5,26.07086119043,0.560577901664357,28.6463727339045,33.3333333333333,22.5250169807111,13.1268203777359,0.164653708965015,0.395924192699342,39.7819874704091,11.6873055939981,FALSE,FALSE,FALSE,FALSE
"HPD",2365,52,48,26,41,19,11,2,100,99,46.9441550054811,2.1075342191575,-1.5,23.8557619338933,0.490751836031762,24.5086199110517,0,4.34504070437766,23.4567260870713,0.030726721277225,0.460025114754537,7.52725156619887,35.4042626991274,FALSE,FALSE,FALSE,FALSE
"LPC",76,68,32,67,9,9,9,5,100,99,108.23608643794,4.15896892412128,-0.5,47.7022737047092,1.07044942580747,69.0533377622772,33.3333333333333,26.9724577023472,39.3445478064506,0.196350367245582,0.874099058561884,47.6725932525928,71.8819224973118,FALSE,FALSE,TRUE,TRUE
"DCLA",71,58,42,44,18,15,14,8,100,99,48.2360864379397,3.21316659243164,-0.5,20.8527437941924,0.587038623632177,18.8990533203187,33.3333333333333,12.8303220786162,16.4383624216404,0.0911615758566063,0.495877047775571,22.5817546985966,19.2904437849051,FALSE,FALSE,FALSE,FALSE
"DOE",173160,77,23,45,22,22,7,4,100,100,81.0354259502267,2.64473729631764,0.5,41.9925544937006,0.696853687302415,58.3877178297484,66.6666666666667,39.700379763705,13.6840958606703,0.300955512010986,0.395898175291429,70.2543479511894,12.9667827834706,FALSE,TRUE,FALSE,TRUE
"SCA",813,36,64,43,20,14,23,1,100,101,58.6929674375421,2.52532550581265,-0.5,25.5688022265361,0.703875789694636,27.7085385086615,33.3333333333333,18.2823762935919,17.8750766252687,0.132281050031377,0.571594739663259,32.2547359042102,22.5890691643204,FALSE,FALSE,FALSE,FALSE
"NYCHH",37853,69,31,16,43,19,21,0,100,99,98.2995337057865,4.14656474971812,-0.5,41.8942931019236,1.24557969650409,58.2041678827186,33.3333333333333,28.3866712647203,30.8111779881683,0.207389547749592,1.0381901487545,50.1816771079924,52.2897237263679,FALSE,FALSE,FALSE,FALSE
"HRA",13384,71,29,14,57,18,9,2,100,100,115.944155005481,4.14791366110189,-1.5,52.9729759346793,0.961814522079261,78.8988843968663,0,31.2150983894665,42.79899311797,0.229851693543512,0.73196282853575,55.1998448187917,79.8131595851081,TRUE,FALSE,TRUE,TRUE
"DOHMH",6963,71,29,25,40,17,15,3,100,100,83.9084004201014,2.59324634052611,0.5,39.1131816946085,0.619158897288864,53.0091177998261,66.6666666666667,31.2150983894665,23.5681695261085,0.229851693543512,0.389307203745352,55.1998448187917,35.6601313718591,FALSE,FALSE,FALSE,FALSE
"ACS",6826,75,25,14,63,16,5,2,100,100,135.944155005481,4.94536575235661,-1.5,61.2956866664274,1.18280177314788,94.445510455475,0,36.8719526389588,48.9655012483199,0.276557834040803,0.906243939107075,65.2361802403902,93.9711599513427,TRUE,FALSE,TRUE,TRUE
"DHS",2466,49,51,9,64,20,4,2,100,99,86.9441550054811,4.0184729990069,-1.5,51.5914603523997,0.978436943481213,76.3182460875338,0,0.102400017258374,51.5913587292455,0.00072438858172916,0.977712554899483,0,100,TRUE,FALSE,TRUE,TRUE
"DYCD",565,65,35,20,43,21,11,5,100,100,80.553021719796,3.41829537472532,-0.5,35.6076039033785,0.748432083236528,46.4607817112343,33.3333333333333,22.7298170152279,27.4090655476277,0.163903440777182,0.584528642459346,40.145341686394,44.4786403448218,FALSE,FALSE,FALSE,FALSE
"DFTA",323,72,28,28,35,18,17,2,100,100,79.2995337057865,2.55786817281084,-0.5,37.3421615592973,0.636922194129423,49.700894232603,33.3333333333333,32.6293119518396,18.1594336770231,0.241291792147347,0.395630401982076,57.7089286741913,23.2419390150981,FALSE,FALSE,FALSE,FALSE
"DSNY",9815,9,91,52,22,21,4,1,100,100,116.136928249524,3.71198571480823,-0.5,60.2777720918625,1.16966246175319,92.5440701963535,33.3333333333333,56.4661424776654,21.0946571920595,0.485152086639238,0.684510375113947,100,29.9810683120065,TRUE,TRUE,FALSE,TRUE
"DEP",6138,25,75,50,21,12,15,2,100,100,79.6929674375421,2.26371281785761,-0.5,40.0875503242752,0.626725517720325,54.8292152676959,33.3333333333333,33.8387254796959,21.4930767669749,0.256727499188859,0.369998018531466,59.854658313606,30.8958201242687,FALSE,FALSE,FALSE,FALSE
"DOT",5564,24,76,44,29,15,10,1,100,99,85.1369282495237,3.01558807463357,-0.5,39.4854229183729,0.868657219000861,53.7044555684918,33.3333333333333,35.252939042069,17.7856377996104,0.268990658400147,0.599666560600714,62.3637421690057,22.3837220051733,FALSE,FALSE,FALSE,FALSE
